requirement_id,source_document,section_lines,classification,requirement,owner_clarification,user_scenario,measurable_acceptance,entrypoints,implementation,runtime,evidence,business_acceptance,evidence_refs,gap_risk_dependency,minimal_direction,primary_package,supporting_packages,finding_ids,roadmap_status,reconciliation_note,package_exit
M-057,AI_LAB_MASTER_PLAN.txt,1582-1618,wymaganie,Visual przez ChatGPT Temporary Chat,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Tylko wybrane rastry po polityce trafiają do sesji temporary,"V1 Supervisor worker, rescue visual_v2_service.py",PARTIAL,NOT_DEPLOYED,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Main jedynie reuse; rescue niewdrożony i nie dowodzi redakcji PII w pikselach.,"Najpierw domknąć istniejący kod i bezpieczny odbiór runtime, bez tworzenia równoległego pipeline.",R15,R04;R05;R06;R16,FND-004;FND-005;FND-013;FND-036,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Obie ścieżki Temporary Chat mają dzisiejszy evidence i wersję workerów; poprawność, użyteczność i bezpieczeństwo odebrane razem."
M-058,AI_LAB_MASTER_PLAN.txt,1582-1618,ograniczenie,Visual perception nie jest finalną odpowiedzią,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Wynik zewnętrzny przechodzi walidację i lokalną resyntezę,"rescue visual_v2_service.py, dispatcher.py",PRESENT,NOT_DEPLOYED,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak bieżącego Temporary Chat smoke.,"Najpierw domknąć istniejący kod i bezpieczny odbiór runtime, bez tworzenia równoległego pipeline.",R15,R05,FND-004,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Obie ścieżki Temporary Chat mają dzisiejszy evidence i wersję workerów; poprawność, użyteczność i bezpieczeństwo odebrane razem."
M-059,AI_LAB_MASTER_PLAN.txt,1582-1618,ograniczenie,Visual respektuje aktualny zakres pytania,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Reuse nie uznaje partial starego zakresu za complete,rescue VisualV2Service.validated_coverage,PRESENT,NOT_DEPLOYED,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Naprawa jest wyłącznie na rescue 5cd8f86.,"Najpierw domknąć istniejący kod i bezpieczny odbiór runtime, bez tworzenia równoległego pipeline.",R06,R15,FND-004,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Poprawki działają na docelowym kandydacie z izolowaną integracją; po R16 także w aplikacji. Nie przenosić statusu rescue PASS do produkcji bez deploy evidence.
M-060,AI_LAB_MASTER_PLAN.txt,1619-1647,wymaganie,"Multimodal RAG łączy tekst, KB i Visual","Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Końcowy kontekst zachowuje wszystkie wymagane warstwy,main dispatcher + unified service; rescue Visual V2,PARTIAL,NOT_DEPLOYED,UNIT,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak E2E aktualnego pytania multimodalnego.,"Najpierw domknąć istniejący kod i bezpieczny odbiór runtime, bez tworzenia równoległego pipeline.",R15,R08;R13;R14,FND-004,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Obie ścieżki Temporary Chat mają dzisiejszy evidence i wersję workerów; poprawność, użyteczność i bezpieczeństwo odebrane razem."
M-061,AI_LAB_MASTER_PLAN.txt,1648-1672,ograniczenie,Human-in-the-loop dla działań istotnych,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,AI nie zapisuje biznesowo bez jawnej zgody i wersji,"Agent read-only, CRM preview/apply, backup gates",PRESENT,ACTIVE,INTEGRATION,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"Oferty/umowy nie istnieją, więc ich approval nie może być oceniony.",Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R23,R05;R17;R18;R19;R20;R24,FND-005,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Kamień K2: odebrany zakres operacyjny. „Pełny Masterplan” wolno napisać tylko przy spełnieniu wszystkich wymaganych pozycji albo z jawnym opisem zatwierdzonej zmiany specyfikacji.
M-062,AI_LAB_MASTER_PLAN.txt,1673-1700,wymaganie,Audyt AI i obserwowalność,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Run zapisuje model, źródła, status, narzędzia, timeout i retry","assistant_runs/stages/materials, analysis_jobs, agent_executions",PRESENT,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Legacy i nowe ścieżki mają różne kontrakty audytu.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R15,R06;R09;R22,FND-013,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Obie ścieżki Temporary Chat mają dzisiejszy evidence i wersję workerów; poprawność, użyteczność i bezpieczeństwo odebrane razem."
M-063,AI_LAB_MASTER_PLAN.txt,1701-1743,wymaganie,Agent z zamkniętym katalogiem narzędzi,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Agent nie uruchamia shell/SQL/Vision i respektuje scope,"agent_service.py, agent_tool_registry.py",PRESENT,ACTIVE,UNIT,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Agent używa llama3.2 i zapisuje audit; jest odrębną starszą ścieżką.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R09,R18;R19;R20;R21,FND-029,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru. Wymaganie agreguje wiele podpunktów masterplanu; lista podkryteriów obowiązkowa w R01 i odpowiednim pakiecie.,Local-only użyteczny scenariusz i zasoby odebrane na właściwym zestawie; modele historyczne zachowane do końcowego consumer audit.
M-064,AI_LAB_MASTER_PLAN.txt,1744-1813,wymaganie,Flutter Windows/Android/Web,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Ten sam zakres działa responsywnie na wspieranych targetach,"frontend, CI/build scripts",PRESENT,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"341/341 source tests; emulator nieaktywny, fizycznego runtime brak.",Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R16,R04;R20,FND-014;FND-016,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Kamień K1: działający CRM + analityczny Asystent, gotowy do osobnego kontrolowanego wydania, mimo nadal otwartych ofert/umów/metod. Nie oznaczać pełnego Masterplan PASS."
M-065,AI_LAB_MASTER_PLAN.txt,1814-1872,wymaganie,Wersjonowanie i wymuszona aktualizacja,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Manifest stable/minimum/hash odpowiada artefaktom i klientowi,"updates manifests, frontend app_update, backend /version",PARTIAL,ACTIVE,E2E,FAILED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"stable +29, live Web +41, source +29, backend /version 1.0.0 debug=true.",Minimalnie naprawić potwierdzony punkt i dodać test przed/po oraz live acceptance.,R04,,FND-014;FND-015,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,RELEASE_ID + compatibility manifest gotowe. Stan source-ready/staged/deployed/accepted jest rozdzielony. Samo przygotowanie nie oznacza promocji rescue.
M-066,AI_LAB_MASTER_PLAN.txt,1873-1904,wymaganie,"Backup DB, plików i konfiguracji","Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Harmonogramy kończą verified na dostępnych wolumenach,"backup_restore_service.py, scheduler, Supervisor",PRESENT,ACTIVE,E2E,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"37/37 verified, 3 aktywne schedule.",Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R03,R22,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Zatwierdzony dowód odzyskania oraz punkt odtworzenia dla najbliższej zmiany. W przypadku odmowy escrow odnotowany konkretny blocker odpowiednich wdrożeń, nie zakaz lokalnych poprawek."
M-067,AI_LAB_MASTER_PLAN.txt,1873-1904,wymaganie,Restore bezpieczny i sprawdzalny,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Dry-run i approval chronią odtworzenie, a restore ma odbiór","backup_restore_service.py, restore scripts",PRESENT,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak live restore drill w tym audycie.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R03,R23,FND-026,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Zatwierdzony dowód odzyskania oraz punkt odtworzenia dla najbliższej zmiany. W przypadku odmowy escrow odnotowany konkretny blocker odpowiednich wdrożeń, nie zakaz lokalnych poprawek."
M-068,AI_LAB_MASTER_PLAN.txt,1873-1904,decyzja właściciela,"Retencja E/F 10 procent, target 12, age 60/14","Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Policy schedule i gate wykonują cleanup tylko po zgodzie,"drive retention service, schedules",PRESENT,DISABLED,INTEGRATION,OWNER_DECISION,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Live schedules nie mają auto_delete/keep_days/min%; delete gate=false.,"Najpierw domknąć istniejący kod i bezpieczny odbiór runtime, bez tworzenia równoległego pipeline.",R22,,FND-025,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Operacje wymagane w followup odebrane; wyłączona retencja jest akceptowana wyłącznie jako jawna decyzja właściciela, a nie ukryte COMPLETE."
M-069,AI_LAB_MASTER_PLAN.txt,1905-1936,wymaganie,Wydajność UI/API i batching,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Listy nie robią N+1 ani host I/O na hot path,"pagination, backup DB-only list, Flutter lazy panels",PARTIAL,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak pełnego produkcyjnego benchmarku wszystkich modułów.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,R09;R10;R22,FND-024,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
M-070,AI_LAB_MASTER_PLAN.txt,1937-1962,wymaganie,Trwałe background jobs,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Lease, retry, recovery, progress i cancel są trwałe","assistant_runs, preparation_jobs, analysis_jobs, backup_runs",PARTIAL,ACTIVE,INTEGRATION,FAILED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Preparation disabled i 15 queued; system ma kilka niezależnych kolejek.,Minimalnie naprawić potwierdzony punkt i dodać test przed/po oraz live acceptance.,R10,R06;R09;R15,FND-002;FND-023;FND-024,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Proces istniejący działa dla zatwierdzonych formatów i ograniczeń. Aktywacja nowej pracy produkcyjnej dopiero po osobnym planie rollout/pause.
M-071,AI_LAB_MASTER_PLAN.txt,2127-2202,wymaganie,Pełny przepływ biznesowy od klienta do umowy,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Client->inspection/photo/docs->AI->offer approval->contract działa E2E,cały stack,PARTIAL,ACTIVE,NONE,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"Przepływ urywa się na ofertach/umowach, Visual i auto-intelligence.",Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R23,R14;R17;R18;R19;R20,FND-001;FND-020,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru. Wymaganie agreguje wiele podpunktów masterplanu; lista podkryteriów obowiązkowa w R01 i odpowiednim pakiecie.,Kamień K2: odebrany zakres operacyjny. „Pełny Masterplan” wolno napisać tylko przy spełnieniu wszystkich wymaganych pozycji albo z jawnym opisem zatwierdzonej zmiany specyfikacji.
M-072,AI_LAB_MASTER_PLAN.txt,2203-2278,ograniczenie,Naprawiaj i integruj istniejące elementy,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Nowa praca nie tworzy zbędnych równoległych pipeline,repo architecture,PARTIAL,NOT_APPLICABLE,CODE_ONLY,OWNER_DECISION,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Równoległe legacy AI i niewdrożone rescue wymagają świadomej konsolidacji.,Przed zmianą wymagana jawna decyzja właściciela i dry-run/rollback.,R04,R00;R01;R09;R24,FND-028,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,RELEASE_ID + compatibility manifest gotowe. Stan source-ready/staged/deployed/accepted jest rozdzielony. Samo przygotowanie nie oznacza promocji rescue.
M-073,AI_LAB_MASTER_PLAN.txt,2279-2391,kryterium,"Sukces wymaga działania i dowodów, nie etykiet COMPLETE","Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Każdy moduł ma runtime acceptance i biznesowy odbiór,"plany, testy, runtime",PARTIAL,ACTIVE,HISTORICAL,FAILED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Plan deklaruje COMPLETE mimo braków i niespójnego runtime.,Minimalnie naprawić potwierdzony punkt i dodać test przed/po oraz live acceptance.,R23,R01;R02;R16;R24,FND-027;FND-033,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Kamień K2: odebrany zakres operacyjny. „Pełny Masterplan” wolno napisać tylko przy spełnieniu wszystkich wymaganych pozycji albo z jawnym opisem zatwierdzonej zmiany specyfikacji.
F-001,AI_LAB_FOLLOWUP_PLAN.md,92-143,historyczne wymaganie,Napraw anomalie przetwarzania dokumentów,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Błędy są zdiagnozowane i bounded,document processing tests/reports,PARTIAL,ACTIVE,HISTORICAL,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Nie wykonywano historycznego backfillu.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R10,R11;R14,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Proces istniejący działa dla zatwierdzonych formatów i ograniczeń. Aktywacja nowej pracy produkcyjnej dopiero po osobnym planie rollout/pause.
F-002,AI_LAB_FOLLOWUP_PLAN.md,144-192,wymaganie,Spójność statusu klienta i daty,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Lista/detail zapisują ten sam status i format dat,client models/service/UI,PRESENT,ACTIVE,INTEGRATION,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak nowego live mutation test z uwagi na read-only.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-003,AI_LAB_FOLLOWUP_PLAN.md,193-257,wymaganie,Edytowalna data dodania i sortowanie,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Zmiana ma optimistic version i audyt,client service/UI,PRESENT,ACTIVE,UNIT,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Live write nieautoryzowany.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-004,AI_LAB_FOLLOWUP_PLAN.md,258-307,wymaganie,Client search używa global engine,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Te same filtry i trasy dają spójne wyniki,"global_search_service.py, clients UI",PRESENT,ACTIVE,INTEGRATION,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak benchmarku pełnego korpusu.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,R14,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-005,AI_LAB_FOLLOWUP_PLAN.md,308-367,wymaganie,"Filtry, ignorowani nadawcy, zarządzanie użytkownikami","Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Admin controls działają, zwykły user nie ma uprawnień","ignored_mail, users API/UI",PRESENT,ACTIVE,INTEGRATION,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"2 reguły historyczne, 0 aktywnych; mailbox coverage unknown.",Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,R12,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-006,AI_LAB_FOLLOWUP_PLAN.md,368-438,wymaganie,Activity log i Timeline V2,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Zdarzenia mają provenance, pagination i deep links","activity, timeline services/UI",PRESENT,ACTIVE,INTEGRATION,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"312 activity i 859 change rows, brak pełnego semantycznego audytu.",Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-007,AI_LAB_FOLLOWUP_PLAN.md,439-511,wymaganie,Admin Change History,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Maskowany before/after jest tylko dla admina,change_history service/API/UI,PRESENT,ACTIVE,INTEGRATION,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Nie oceniano retencji historii.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-008,AI_LAB_FOLLOWUP_PLAN.md,512-553,ograniczenie,Candidate accept/merge fail-closed na konflikt,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Preview, wybór konfliktów i potwierdzenie poprzedzają apply",candidate services/UI,PRESENT,ACTIVE,INTEGRATION,DEMONSTRATED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Brak live apply z powodu bezpieczeństwa.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R20,,,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,"Istniejące DEMONSTRATED pozostają objęte regresją, braki mają małe zakończone slice, a nie nową implementację CRM."
F-009,AI_LAB_FOLLOWUP_PLAN.md,554-843,wymaganie,Global Mail workspace,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,Read/list/detail/compose mają bounded UI i confirm-send,mail API/UI,PRESENT,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Provider mailbox audit nie zwrócił bezpiecznego wyniku.,Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R12,R20,FND-017,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Nowy przepływ przyjęcia i powiązania odebrany; historyczne rekordy mają rozstrzygniętą klasę lub jawny backlog zaakceptowany przez właściciela.
F-010,AI_LAB_FOLLOWUP_PLAN.md,870-972,wymaganie,"Mail refresh, reconciliation, thumbnails","Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Odświeżenie nie duplikuje, media otwierają internal viewer","mail services, media preview",PARTIAL,ACTIVE,INTEGRATION,FAILED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,Local preparation completion nie wywołuje attachment reconciliation.,Minimalnie naprawić potwierdzony punkt i dodać test przed/po oraz live acceptance.,R12,,FND-003,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Nowy przepływ przyjęcia i powiązania odebrany; historyczne rekordy mają rozstrzygniętą klasę lub jawny backlog zaakceptowany przez właściciela.
F-011,AI_LAB_FOLLOWUP_PLAN.md,973-1029,wymaganie,Email->existing Client matching V2,"Decyzje 2026-09-07: Qwen 9B pozostaje reasonerem, Temporary Chat pozostaje dla Visual/Advanced, KB pozostaje, Android przez istniejący emulator; bez równoległego redesignu.",Użytkownik realizuje opisany przypadek w autoryzowanym zakresie.,"Certain link bez konfliktu, ambiguous do review",email_client_matching_service.py,PARTIAL,ACTIVE,INTEGRATION,NOT_VERIFIED,AUDIT_REPORT.md; TEST_EVIDENCE.md; RUNTIME_MANIFEST.json,"Tylko 44 source z markerem V2, 4262 historyczne.",Zachować implementację; uzupełnić brakujący dowód biznesowy/E2E.,R12,R14,FND-003;FND-017;FND-018,PLANNED_NOT_ACCEPTED,Status audytu zachowany; mapowanie nie jest potwierdzeniem odbioru.,Nowy przepływ przyjęcia i powiązania odebrany; historyczne rekordy mają rozstrzygniętą klasę lub jawny backlog zaakceptowany przez właściciela.
